PLAYER_ID,AGE,GENDER,HOME_COUNTRY,HOME_CITY,DATE_FIRST_VISIT,DATE_LAST_VISIT,TOTAL_NUMBER_OF_VISITS,TOTAL_DURATION_SPENT,AVERAGE_DURATION_PER_VISIT,TOTAL_CHIPS_WON_OR_LOST,AVERAGE_CHIPS_WON_OR_LOST_PER_VISIT,UNIQUE_GAMES_PLAYED,IS_PREMIUM_PLAYER,IS_LOYALTY_CARD_HOLDER,TOTAL_AMOUNT_SPENT_IN_HOTEL,TOTAL_DAYS_SPENT_HOTEL,TOTAL_AMOUNT_SPENT_IN_CASINO_RESTAURANT,NUMBER_OF_RESTAURANT_VISITS,TOTAL_AMOUNT_SPENT_IN_SPA,NUMBER_OF_SPA_VISITS,TOTAL_REVENUE_TO_CASINO,NUMBER_OF_CONCIERGE_VISITS,PREFERRED_GAME_CATEGORY,PREFERRED_GAME_NAME
7843,61,Female,Singapore,Singapore,07-10-2021,27-08-2024,28,120.54,4.305,2058,73.5,9,TRUE,TRUE,30530.21,203,7929.06,126,14322.68,56,50723.95,113,Speciality Number Games,Bingo
7844,49,Male,US,Los Angeles,01-11-2021,02-07-2024,20,83.84,4.192,2293,114.65,9,TRUE,FALSE,17384.34,129,6358.45,81,9607.92,37,31057.71,105,Speciality Number Games,Bingo
7845,47,Male,India,Chennai,20-01-2022,11-02-2024,13,70.87,5.451538462,-2328,-179.0769231,7,TRUE,TRUE,21865.74,138,3542.15,56,8141.02,25,35876.91,49,Table games,Poker
7846,61,Female,Singapore,Singapore,12-01-2022,17-08-2024,17,85.5,5.029411765,2942,173.0588235,9,TRUE,TRUE,10145.09,63,3361.16,67,8586.37,30,19150.62,62,Speciality Number Games,Bingo
7847,55,Male,UK,Birmingham,24-11-2021,20-05-2024,20,103.28,5.164,1911,95.55,9,FALSE,TRUE,32040.18,149,5075.75,77,10306.19,37,45511.12,78,Table games,Craps
7848,46,Female,UK,Edinburgh,02-12-2021,24-07-2024,15,74.81,4.987333333,1615,107.6666667,8,TRUE,FALSE,23859.7,135,2817.58,54,6697.89,34,31760.17,85,Speciality Number Games,Wheel of Fortune
7849,58,Male,India,Bangalore,19-11-2021,22-07-2024,15,73.51,4.900666667,-4230,-282,10,FALSE,FALSE,18890.03,99,3258.17,58,6536.11,32,32914.31,60,Speciality Number Games,Bingo
7850,79,Male,Singapore,Singapore,28-09-2021,15-07-2024,18,70.95,3.941666667,-3899,-216.6111111,9,FALSE,TRUE,22162.08,160,4393.65,83,7656.93,39,38111.66,89,Table games,Roulette
7851,70,Female,UK,Sheffield,09-09-2021,31-07-2024,23,105.42,4.583478261,458,19.91304348,9,FALSE,FALSE,24731.66,89,6144.51,106,11333.42,45,41751.59,99,Speciality Number Games,Keno
7852,79,Male,US,San Diego,09-10-2021,01-05-2024,21,83.47,3.974761905,-5555,-264.5238095,8,TRUE,FALSE,26168.57,153,5970.89,99,11550.79,48,49245.25,70,Slot games,3D Slots
7853,76,Female,Singapore,Singapore,08-09-2021,12-08-2024,26,127.42,4.900769231,1520,58.46153846,10,FALSE,FALSE,31507.43,193,7732.67,141,9809.13,48,47529.23,118,Slot games,3D Slots
7854,52,Female,Singapore,Singapore,15-09-2021,05-07-2024,23,99.97,4.346521739,-2060,-89.56521739,10,FALSE,TRUE,20659.54,101,6382.87,80,10496.19,45,39598.6,89,Slot games,Classic Slots
7855,46,Female,UK,Sheffield,09-02-2022,26-07-2024,16,76.58,4.78625,968,60.5,9,FALSE,TRUE,17155.45,135,3506.23,56,9644.56,27,29338.24,84,Slot games,Classic Slots
7856,64,Male,US,Phoenix,03-10-2021,29-08-2024,14,59.85,4.275,-1161,-82.92857143,8,FALSE,FALSE,10262.11,78,3399.13,60,10557.97,20,25380.21,73,Speciality Number Games,Bingo
7857,76,Male,Singapore,Singapore,25-11-2021,23-08-2024,26,122.64,4.716923077,1422,54.69230769,9,TRUE,TRUE,23297.25,107,6044.03,102,12040.58,62,39959.86,134,Speciality Number Games,Bingo
7858,58,Female,UK,Liverpool,11-10-2021,28-05-2024,25,96.93,3.8772,361,14.44,10,TRUE,FALSE,26534.02,161,6181.9,85,14576.33,65,46931.25,133,Speciality Number Games,Keno
7859,36,Female,India,Jaipur,11-09-2021,16-08-2024,27,132.49,4.907037037,713,26.40740741,9,FALSE,TRUE,44882.66,236,7076.21,131,16422.98,60,67668.85,90,Speciality Number Games,Bingo
7860,56,Male,UK,Birmingham,04-09-2021,30-05-2024,23,116.05,5.045652174,-312,-13.56521739,11,TRUE,TRUE,32316.43,140,5521.64,122,10715.78,38,48865.85,101,Speciality Number Games,Bingo
7861,62,Male,India,Jaipur,06-09-2021,20-08-2024,18,83.11,4.617222222,4892,271.7777778,9,FALSE,FALSE,27900.83,138,4230.06,82,9402.46,33,36641.35,74,Slot games,Video Slots
7862,67,Male,UK,London,09-03-2022,19-06-2024,16,65.58,4.09875,4736,296,8,FALSE,FALSE,22453.44,138,3813.43,75,8949.17,38,30480.04,59,Speciality Number Games,Wheel of Fortune
7863,49,Male,India,Kolkata,06-12-2021,13-05-2024,22,104.03,4.728636364,-4718,-214.4545455,10,TRUE,FALSE,31718.32,209,5519.61,64,10795.16,40,52751.09,120,Slot games,Classic Slots
7864,78,Female,UK,Edinburgh,12-10-2021,29-08-2024,19,96.99,5.104736842,-597,-31.42105263,7,TRUE,FALSE,27538.11,138,5564.99,63,11805.91,43,45506.01,82,Speciality Number Games,Bingo
7865,74,Female,India,Bangalore,19-10-2021,21-08-2024,30,147.74,4.924666667,7238,241.2666667,9,TRUE,FALSE,49244.06,359,7804.17,141,12894.58,52,62704.81,114,Speciality Number Games,Wheel of Fortune
7866,70,Male,Singapore,Singapore,07-09-2021,26-07-2024,18,79.02,4.39,-3105,-172.5,8,TRUE,FALSE,26000.12,149,4470.31,91,8191.42,41,41766.85,81,Speciality Number Games,Keno
7867,78,Female,India,Surat,03-12-2021,10-08-2024,27,124.82,4.622962963,-233,-8.62962963,11,TRUE,TRUE,42185.98,259,6106.57,120,13273.11,64,61798.66,129,Slot games,Classic Slots
7868,80,Male,India,Chennai,12-12-2021,02-08-2024,13,53.65,4.126923077,-459,-35.30769231,8,TRUE,TRUE,12161.38,64,3494.88,61,7213.97,32,23329.23,76,Slot games,3D Slots
7869,68,Male,US,Phoenix,30-11-2021,25-07-2024,19,71.64,3.770526316,1474,77.57894737,10,FALSE,FALSE,16789.65,135,4382.91,96,10180.29,29,29878.85,86,Speciality Number Games,Keno
7870,77,Female,UK,Birmingham,29-09-2021,30-08-2024,20,91.38,4.569,1760,88,10,FALSE,FALSE,34752.59,179,4712.38,91,11321.46,51,49026.43,93,Speciality Number Games,Bingo
7871,38,Female,US,San Diego,07-01-2022,23-08-2024,20,87.16,4.358,-1701,-85.05,9,FALSE,FALSE,17463.84,136,5183.08,66,11100.59,39,35448.51,74,Slot games,Classic Slots
7872,78,Female,UK,Bristol,05-10-2021,02-02-2024,13,47.37,3.643846154,-338,-26,7,TRUE,FALSE,16911.83,47,3253.33,89,7746.79,27,28249.95,54,Speciality Number Games,Keno
7873,45,Female,UK,London,12-09-2021,19-08-2024,21,101.74,4.844761905,-2833,-134.9047619,11,FALSE,FALSE,32248.75,220,5364.23,88,10299.64,53,50745.62,80,Speciality Number Games,Wheel of Fortune
7874,70,Female,US,San Jose,09-10-2021,27-06-2024,17,76.96,4.527058824,4579,269.3529412,8,TRUE,FALSE,17431.58,176,4454.58,71,9214.14,45,26521.3,64,Table games,Baccarat
7875,77,Male,India,Surat,11-09-2021,22-08-2024,21,92.83,4.42047619,1416,67.42857143,8,FALSE,TRUE,19650.55,128,4252.02,102,10650.91,41,33137.48,97,Speciality Number Games,Wheel of Fortune
7876,39,Female,India,Pune,08-09-2021,09-06-2024,24,116.74,4.864166667,1618,67.41666667,9,TRUE,TRUE,25504.01,152,7085.09,100,11426.47,47,42397.57,103,Speciality Number Games,Wheel of Fortune
7877,66,Male,India,Chennai,26-09-2021,20-08-2024,21,96.04,4.573333333,-1916,-91.23809524,10,TRUE,TRUE,30525.68,195,5159.36,103,9846.94,45,47447.98,71,Slot games,3D Slots
7878,58,Female,US,San Diego,22-09-2021,28-06-2024,27,115.02,4.26,3409,126.2592593,11,FALSE,FALSE,38521.3,269,6722.08,113,13397.5,48,55231.88,114,Slot games,Classic Slots
7879,45,Female,UK,Edinburgh,27-09-2021,31-08-2024,21,99.8,4.752380952,2013,95.85714286,10,FALSE,TRUE,35093.69,195,5357.03,94,11572.92,39,50010.64,64,Speciality Number Games,Bingo
7880,43,Male,Singapore,Singapore,07-10-2021,08-08-2024,22,96.84,4.401818182,2218,100.8181818,11,FALSE,TRUE,25744.72,113,6535.59,118,11294.04,47,41356.35,100,Speciality Number Games,Keno
7881,65,Male,Singapore,Singapore,02-11-2021,20-08-2024,17,77.8,4.576470588,798,46.94117647,9,TRUE,TRUE,13562.17,58,4954.45,81,7713.79,30,25432.41,98,Table games,Baccarat
7882,43,Female,Singapore,Singapore,13-09-2021,27-08-2024,19,95.27,5.014210526,1646,86.63157895,8,FALSE,TRUE,13109.83,144,4947.71,60,9017.62,32,25429.16,70,Speciality Number Games,Wheel of Fortune
7883,66,Female,India,Hyderabad,05-10-2021,09-06-2024,21,89.71,4.271904762,-1566,-74.57142857,11,FALSE,FALSE,35256.36,177,5499.87,88,11318.96,35,53641.19,114,Speciality Number Games,Bingo
7884,64,Female,India,Pune,11-11-2021,23-08-2024,19,85.35,4.492105263,512,26.94736842,8,FALSE,TRUE,27941.84,163,5815.46,81,7774.7,41,41020,83,Speciality Number Games,Keno
7885,79,Female,US,New York,12-09-2021,10-04-2024,20,95.32,4.766,-3365,-168.25,9,FALSE,FALSE,14109.74,124,5349.81,76,9172.79,21,31997.34,88,Slot games,3D Slots
7886,78,Male,India,Jaipur,12-09-2021,22-08-2024,24,116.07,4.83625,-7316,-304.8333333,9,FALSE,FALSE,30214.79,106,5739.56,126,12962.41,50,56232.76,120,Speciality Number Games,Keno
7887,77,Male,Singapore,Singapore,26-10-2021,25-06-2024,21,93.22,4.439047619,598,28.47619048,10,TRUE,FALSE,24906.98,210,4312.7,64,11421.68,58,40043.36,80,Speciality Number Games,Wheel of Fortune
7888,65,Male,UK,Cardiff,04-10-2021,04-06-2024,22,92.57,4.207727273,-2857,-129.8636364,7,TRUE,TRUE,19249.34,114,5287.18,77,11629.98,42,39023.5,116,Speciality Number Games,Keno
7889,77,Female,India,Delhi,21-10-2021,09-08-2024,19,84.72,4.458947368,4777,251.4210526,9,TRUE,FALSE,29160.85,178,5778.41,70,7830.94,35,37993.2,76,Slot games,3D Slots
7890,32,Female,US,New York,23-09-2021,20-07-2024,28,108.13,3.861785714,2628,93.85714286,10,TRUE,FALSE,44260.17,250,7486.01,140,12453.07,43,61571.25,127,Slot games,Classic Slots
7891,76,Female,UK,Sheffield,23-11-2021,26-07-2024,15,58.52,3.901333333,-154,-10.26666667,6,TRUE,FALSE,6427.99,51,3698.27,33,9649.83,34,19930.09,71,Speciality Number Games,Keno
7892,75,Male,US,Houston,03-06-2022,13-05-2024,12,64.65,5.3875,-1224,-102,9,FALSE,FALSE,15668.73,71,2368.86,66,7559.08,31,26820.67,37,Table games,Craps
7893,60,Female,UK,Glasgow,19-09-2021,30-05-2024,25,107.36,4.2944,153,6.12,9,TRUE,FALSE,33236.76,193,7522.57,129,11001.61,44,51607.94,117,Speciality Number Games,Bingo
7894,55,Female,India,Chennai,08-09-2021,19-08-2024,23,114.32,4.970434783,-278,-12.08695652,9,TRUE,FALSE,44094.85,245,5791.68,72,9169.77,34,59334.3,112,Slot games,Video Slots
7895,60,Male,India,Bangalore,26-11-2021,30-08-2024,23,96.52,4.196521739,128,5.565217391,10,FALSE,TRUE,36194.25,241,6312.67,91,12018.7,38,54397.62,103,Speciality Number Games,Keno
7896,73,Female,India,Pune,09-01-2022,08-08-2024,29,134.38,4.633793103,-2724,-93.93103448,11,TRUE,FALSE,41496.18,235,6189.35,148,14110.7,62,64520.23,139,Speciality Number Games,Keno
7897,72,Female,Singapore,Singapore,04-11-2021,05-08-2024,22,115.03,5.228636364,330,15,9,TRUE,FALSE,29973.33,182,5734.82,91,11616.35,46,46994.5,90,Slot games,Classic Slots
7898,34,Female,UK,Sheffield,10-01-2022,19-06-2024,25,133.11,5.3244,7509,300.36,8,TRUE,TRUE,23109.78,123,6861.16,120,11683.93,60,34145.87,120,Speciality Number Games,Bingo
7899,60,Male,Singapore,Singapore,03-10-2021,20-06-2024,22,106.61,4.845909091,-28,-1.272727273,10,FALSE,FALSE,33276.4,124,5668.07,93,12380.74,46,51353.21,116,Table games,Roulette
7900,25,Male,India,Pune,31-10-2021,01-07-2024,16,81.78,5.11125,2498,156.125,9,TRUE,FALSE,27462.49,171,3887.63,66,7816.18,28,36668.3,67,Table games,Craps
7901,54,Male,Singapore,Singapore,13-10-2021,25-07-2024,13,62.45,4.803846154,1706,131.2307692,7,FALSE,TRUE,7479.17,67,3032.78,52,7694.88,26,16500.83,57,Speciality Number Games,Wheel of Fortune
7902,44,Male,India,Surat,26-11-2021,28-06-2024,21,92.3,4.395238095,1683,80.14285714,9,FALSE,TRUE,30792.9,186,4987.42,101,11812.34,51,45909.66,107,Slot games,Classic Slots
7903,53,Female,US,Chicago,01-04-2022,29-03-2024,16,68.22,4.26375,1801,112.5625,6,FALSE,FALSE,17148.24,125,4579.15,84,8033,26,27959.39,102,Slot games,Classic Slots
7904,23,Female,Singapore,Singapore,22-11-2021,14-07-2024,15,53.11,3.540666667,-1995,-133,10,FALSE,FALSE,18729.42,139,3454.11,68,8632.06,29,32810.59,50,Speciality Number Games,Bingo
7905,52,Female,India,Chennai,07-09-2021,13-05-2024,24,105.35,4.389583333,-781,-32.54166667,11,FALSE,FALSE,34631.89,142,5865.24,113,12912.94,55,54191.07,106,Speciality Number Games,Keno
7906,77,Male,India,Jaipur,25-09-2021,04-07-2024,21,108.37,5.16047619,-1347,-64.14285714,10,FALSE,TRUE,45338.4,214,4696.56,54,10323.14,37,61705.1,97,Slot games,Classic Slots
7907,60,Male,US,Houston,02-09-2021,17-07-2024,21,93.01,4.429047619,4631,220.5238095,11,FALSE,TRUE,32265.9,185,5607.67,67,10371.79,34,43614.36,89,Slot games,3D Slots
7908,70,Female,India,Mumbai,14-10-2021,09-05-2024,25,98.91,3.9564,1424,56.96,9,TRUE,TRUE,36038.64,132,6145.15,149,13587.54,56,54347.33,102,Table games,Poker
7909,68,Female,UK,Bristol,03-11-2021,20-07-2024,18,79.38,4.41,2619,145.5,9,FALSE,FALSE,17137.7,128,5875.14,78,9087.84,37,29481.68,87,Slot games,Classic Slots
7910,71,Male,UK,Birmingham,26-11-2021,06-08-2024,24,96.9,4.0375,-4440,-185,10,FALSE,TRUE,27741.57,190,7094.31,108,12429.39,51,51705.27,89,Speciality Number Games,Keno
7911,60,Female,Singapore,Singapore,25-09-2021,14-07-2024,24,96.02,4.000833333,-1409,-58.70833333,9,FALSE,TRUE,30416.05,240,5478.71,93,13781.95,45,51085.71,126,Speciality Number Games,Wheel of Fortune
7912,67,Female,India,Ahmedabad,10-09-2021,25-06-2024,18,77.37,4.298333333,1252,69.55555556,9,FALSE,TRUE,22366.05,75,4588.96,83,9234.86,41,34937.87,62,Slot games,3D Slots
7913,56,Female,US,San Antonio,08-11-2021,10-07-2024,25,124.85,4.994,-309,-12.36,9,TRUE,FALSE,26779.3,212,6216.18,151,11848.93,43,45153.41,107,Slot games,Video Slots
7914,68,Male,Singapore,Singapore,07-12-2021,26-06-2024,16,65.64,4.1025,-1885,-117.8125,10,FALSE,FALSE,18387.98,89,4353.48,74,7205.81,32,31832.27,83,Table games,Blackjack
7915,65,Male,Singapore,Singapore,18-10-2021,28-08-2024,15,68.86,4.590666667,1256,83.73333333,8,FALSE,TRUE,17298.91,146,3872.47,65,7100.8,25,27016.18,48,Speciality Number Games,Bingo
7916,40,Male,India,Delhi,02-09-2021,28-06-2024,22,105.24,4.783636364,-2433,-110.5909091,8,FALSE,TRUE,31332.01,176,5729.65,80,14750.71,50,54245.37,104,Speciality Number Games,Keno
7917,71,Male,US,New York,27-11-2021,24-08-2024,16,61.61,3.850625,-3869,-241.8125,9,TRUE,TRUE,11256.51,64,4174.33,68,8245.08,19,27544.92,64,Table games,Craps
7918,59,Male,Singapore,Singapore,02-09-2021,11-06-2024,23,100.33,4.362173913,-3296,-143.3043478,10,TRUE,FALSE,27066.19,163,5810.29,106,10094.77,39,46267.25,85,Slot games,3D Slots
7919,66,Male,Singapore,Singapore,01-09-2021,06-06-2024,15,71.27,4.751333333,-567,-37.8,10,FALSE,TRUE,13901.14,76,3931.34,64,7208.02,29,25607.5,68,Speciality Number Games,Wheel of Fortune
7920,51,Male,US,Philadelphia,08-10-2021,06-07-2024,15,71.37,4.758,-5393,-359.5333333,10,TRUE,FALSE,10988.95,71,3890.81,75,8423.55,32,28696.31,75,Table games,Blackjack
7921,52,Female,Singapore,Singapore,31-10-2021,12-08-2024,19,80.99,4.262631579,-1665,-87.63157895,10,FALSE,FALSE,22252.38,127,4846.89,79,10262.54,49,39026.81,101,Table games,Craps
7922,44,Female,India,Pune,25-09-2021,31-08-2024,24,116.27,4.844583333,6839,284.9583333,8,FALSE,TRUE,43348.33,204,6223.34,106,11990.46,53,54723.13,95,Speciality Number Games,Bingo
7923,51,Male,Singapore,Singapore,07-10-2021,16-08-2024,20,95.33,4.7665,1781,89.05,11,TRUE,TRUE,34303.1,250,6796.89,66,9226.76,37,48545.75,103,Speciality Number Games,Wheel of Fortune
7924,45,Male,UK,Manchester,03-01-2022,16-07-2024,16,66.14,4.13375,-1015,-63.4375,10,FALSE,FALSE,26810.59,133,4738.79,83,8438.23,28,41002.61,84,Slot games,Classic Slots
7925,22,Female,India,Ahmedabad,02-09-2021,13-02-2024,13,51.31,3.946923077,1977,152.0769231,5,FALSE,TRUE,22169.29,122,3202.99,44,6014.2,18,29409.48,64,Speciality Number Games,Bingo
7926,75,Female,India,Bangalore,05-11-2021,07-07-2024,30,137.15,4.571666667,-3222,-107.4,10,TRUE,FALSE,20617.96,69,6543.5,167,15816.16,58,46199.62,115,Speciality Number Games,Bingo
7927,37,Male,India,Hyderabad,01-09-2021,11-08-2024,24,97.41,4.05875,922,38.41666667,11,FALSE,FALSE,32214.79,175,5319.89,104,11818.07,47,48430.75,126,Speciality Number Games,Wheel of Fortune
7928,70,Male,Singapore,Singapore,11-09-2021,16-06-2024,22,97.18,4.417272727,1936,88,10,TRUE,FALSE,21422.98,141,5292.13,89,10859.78,39,35638.89,80,Slot games,Classic Slots
7929,36,Female,India,Mumbai,02-02-2022,11-07-2024,13,66.83,5.140769231,1146,88.15384615,8,FALSE,FALSE,14512.7,88,3573.11,65,6652.71,21,23592.52,84,Slot games,Video Slots
7930,66,Female,Singapore,Singapore,17-09-2021,11-04-2024,13,52.55,4.042307692,-1099,-84.53846154,9,TRUE,FALSE,17566.25,68,3061.61,72,4681.5,16,26408.36,55,Slot games,Classic Slots
7931,52,Female,US,Phoenix,12-01-2022,24-06-2024,12,58.41,4.8675,2687,223.9166667,8,TRUE,TRUE,19252.79,76,3307.94,71,5297.11,20,25170.84,46,Speciality Number Games,Wheel of Fortune
7932,39,Female,India,Chennai,09-10-2021,07-04-2024,24,103.69,4.320416667,-2761,-115.0416667,8,FALSE,TRUE,24212.91,105,5915.63,90,13151.44,54,46040.98,102,Speciality Number Games,Bingo
7933,28,Female,Singapore,Singapore,04-01-2022,28-08-2024,18,93.68,5.204444444,4772,265.1111111,9,TRUE,TRUE,21690.97,122,5137.52,86,9935.71,40,31992.2,78,Slot games,Video Slots
7934,58,Female,Singapore,Singapore,03-11-2021,29-05-2024,19,84.03,4.422631579,2379,125.2105263,8,TRUE,TRUE,13246.51,118,4199.22,69,8148.49,38,23215.22,91,Table games,Baccarat
7935,55,Female,US,Chicago,01-10-2021,29-08-2024,18,77.36,4.297777778,-2193,-121.8333333,7,TRUE,TRUE,17010.18,93,4736.18,101,8932.55,37,32871.91,81,Speciality Number Games,Keno
7936,56,Female,Singapore,Singapore,19-11-2021,13-06-2024,16,70.73,4.420625,1146,71.625,8,TRUE,FALSE,20015.79,113,4737.38,90,7442.44,36,31049.61,86,Slot games,3D Slots
7937,80,Female,UK,London,08-10-2021,09-08-2024,16,68.21,4.263125,800,50,7,TRUE,TRUE,28703.05,131,3831.05,75,8173.87,34,39907.97,65,Slot games,3D Slots
7938,69,Female,Singapore,Singapore,06-09-2021,30-07-2024,22,103.79,4.717727273,-3549,-161.3181818,9,TRUE,TRUE,13884.77,142,6709.22,105,11832.62,48,35975.61,84,Table games,Craps
7939,65,Female,Singapore,Singapore,25-10-2021,29-07-2024,20,89.81,4.4905,-3630,-181.5,11,TRUE,FALSE,36278.59,184,5446.72,83,8724.68,44,54079.99,76,Slot games,3D Slots
7940,73,Female,US,New York,17-01-2022,29-07-2024,16,80.52,5.0325,-575,-35.9375,7,FALSE,TRUE,11155.72,93,4392.84,60,8112.24,32,24235.8,62,Speciality Number Games,Wheel of Fortune
7941,31,Male,Singapore,Singapore,01-09-2021,17-08-2024,15,71.83,4.788666667,543,36.2,8,TRUE,TRUE,17897.58,118,4754.06,60,9116.68,29,31225.32,67,Table games,Roulette
7942,80,Male,Singapore,Singapore,19-12-2021,12-08-2024,14,60.89,4.349285714,4996,356.8571429,8,TRUE,FALSE,21255.03,126,4196.8,60,7100.67,29,27556.5,45,Table games,Roulette
7943,55,Female,US,San Diego,04-09-2021,10-08-2024,16,67.21,4.200625,2086,130.375,9,FALSE,TRUE,26744.39,210,4196.65,86,8091.14,28,36946.18,62,Table games,Baccarat
7944,75,Female,Singapore,Singapore,18-01-2022,24-05-2024,16,75.52,4.72,-77,-4.8125,10,FALSE,FALSE,37503.31,217,4313.92,78,6953.69,29,48847.92,60,Speciality Number Games,Bingo
7945,39,Male,India,Jaipur,16-09-2021,10-07-2024,15,73.75,4.916666667,-1046,-69.73333333,7,FALSE,FALSE,27556.73,110,3701.86,78,5935.82,25,38240.41,57,Speciality Number Games,Bingo
7946,76,Male,UK,Bristol,24-09-2021,11-06-2024,21,85.62,4.077142857,-1896,-90.28571429,10,FALSE,FALSE,24421.76,180,5871.7,63,9648.52,56,41837.98,100,Speciality Number Games,Wheel of Fortune
7947,66,Male,US,San Jose,24-09-2021,30-07-2024,23,104.52,4.544347826,-5620,-244.3478261,10,FALSE,FALSE,20348.11,143,6925.98,106,12011.97,45,44906.06,96,Slot games,Classic Slots
7948,73,Female,Singapore,Singapore,11-09-2021,12-08-2024,22,96.54,4.388181818,2130,96.81818182,10,TRUE,TRUE,15381.61,116,7346.47,130,9650.94,45,30249.02,113,Speciality Number Games,Wheel of Fortune
7949,58,Female,Singapore,Singapore,17-11-2021,26-03-2024,16,69.76,4.36,-243,-15.1875,8,TRUE,TRUE,16663.32,141,4038.05,58,7395.43,30,28339.8,73,Slot games,Classic Slots
7950,78,Male,India,Jaipur,17-09-2021,15-07-2024,19,81.01,4.263684211,3139,165.2105263,11,TRUE,TRUE,25589.55,201,4242.92,94,8938.39,38,35631.86,68,Table games,Roulette
7951,66,Male,Singapore,Singapore,23-09-2021,30-08-2024,18,80.71,4.483888889,10,0.555555556,9,TRUE,FALSE,27567.6,119,3971.3,101,9749.79,34,41278.69,65,Slot games,Video Slots
7952,65,Male,India,Hyderabad,10-09-2021,30-06-2024,24,106.09,4.420416667,-1166,-48.58333333,9,TRUE,FALSE,24164.78,188,6462.66,115,13866.94,50,45660.38,88,Speciality Number Games,Wheel of Fortune
7953,75,Male,India,Jaipur,10-10-2021,30-07-2024,27,111.76,4.139259259,-3197,-118.4074074,10,TRUE,TRUE,38953.44,205,6195.97,105,13627.66,70,61974.07,98,Slot games,Video Slots
7954,59,Male,US,New York,11-02-2022,07-07-2024,21,91.83,4.372857143,-689,-32.80952381,9,FALSE,FALSE,35028.63,180,5306.67,101,10169.57,45,51193.87,87,Speciality Number Games,Keno
7955,60,Male,US,Chicago,23-09-2021,16-08-2024,25,125.76,5.0304,1860,74.4,11,FALSE,FALSE,27057.62,219,5772.82,107,13389.59,49,44360.03,121,Table games,Craps
7956,54,Female,Singapore,Singapore,11-09-2021,26-08-2024,18,90.48,5.026666667,1289,71.61111111,9,TRUE,FALSE,21833.4,191,4444.13,74,7665.36,39,32653.89,71,Slot games,Classic Slots
7957,77,Male,India,Pune,06-11-2021,22-08-2024,18,82.41,4.578333333,-375,-20.83333333,10,FALSE,FALSE,30350.08,166,4034.57,64,8307.07,41,43066.72,109,Table games,Baccarat
7958,50,Male,India,Ahmedabad,07-09-2021,26-07-2024,20,98.64,4.932,3978,198.9,9,TRUE,TRUE,23620.44,152,5276.97,118,8979.64,28,33899.05,89,Speciality Number Games,Wheel of Fortune
7959,74,Male,US,San Antonio,27-11-2021,07-07-2024,24,108.38,4.515833333,1799,74.95833333,8,TRUE,FALSE,31249.04,193,6767.18,110,13828.83,48,50046.05,133,Table games,Baccarat
7960,79,Male,India,Bangalore,09-09-2021,14-07-2024,15,71.35,4.756666667,2071,138.0666667,8,TRUE,TRUE,12096.95,106,3515.76,51,6713.38,28,20255.09,80,Speciality Number Games,Keno
7961,41,Female,India,Hyderabad,10-11-2021,27-08-2024,21,104.12,4.958095238,-5743,-273.4761905,11,FALSE,TRUE,27708.45,204,5159.62,80,10009,50,48620.07,78,Speciality Number Games,Keno
7962,60,Male,US,San Jose,25-09-2021,05-08-2024,22,86.5,3.931818182,-3229,-146.7727273,9,FALSE,TRUE,24872.55,101,6217.02,80,8636.68,41,42955.25,86,Slot games,3D Slots
7963,61,Male,UK,Bristol,15-09-2021,11-08-2024,23,94.4,4.104347826,-1960,-85.2173913,8,FALSE,TRUE,16334.5,174,5179.91,89,10770.26,53,34244.67,128,Slot games,Video Slots
7964,70,Female,Singapore,Singapore,01-10-2021,24-05-2024,16,66.21,4.138125,504,31.5,7,TRUE,FALSE,16994.67,130,4207.55,73,7944.73,34,28642.95,54,Slot games,Classic Slots
7965,77,Female,US,Los Angeles,13-11-2021,28-07-2024,22,89.22,4.055454545,-306,-13.90909091,9,FALSE,FALSE,41309.46,186,5672.76,80,10869.73,38,58157.95,117,Slot games,Video Slots
7966,39,Female,US,Los Angeles,29-09-2021,27-07-2024,21,82.83,3.944285714,-5291,-251.952381,11,TRUE,TRUE,33297.44,158,6314.62,121,9971.3,52,54874.36,97,Speciality Number Games,Keno
7967,70,Male,UK,Birmingham,23-09-2021,26-08-2024,21,92.21,4.390952381,-1751,-83.38095238,9,FALSE,FALSE,32406.99,144,5623.09,104,10707.99,38,50489.07,104,Slot games,3D Slots
7968,52,Male,Singapore,Singapore,18-09-2021,15-07-2024,20,75.39,3.7695,-6079,-303.95,9,FALSE,FALSE,24022.2,172,4892.87,82,11080.28,46,46074.35,112,Slot games,Video Slots
7969,80,Male,US,Philadelphia,07-11-2021,12-08-2024,19,77.2,4.063157895,-1227,-64.57894737,8,FALSE,FALSE,34261.84,187,5337.61,82,9907.69,40,50734.14,101,Speciality Number Games,Bingo
7970,41,Male,US,San Jose,29-09-2021,22-08-2024,26,117.9,4.534615385,1959,75.34615385,10,FALSE,TRUE,44510.73,219,6554.33,119,13097.13,50,62203.19,117,Slot games,Classic Slots
7971,77,Male,Singapore,Singapore,13-09-2021,20-03-2024,15,57.71,3.847333333,-436,-29.06666667,7,TRUE,FALSE,19147.09,104,5164.16,58,7965.26,35,32712.51,72,Table games,Baccarat
7972,80,Female,India,Mumbai,24-07-2022,14-07-2024,17,81.92,4.818823529,3139,184.6470588,10,TRUE,TRUE,23901.85,192,4582.7,70,8274.99,32,33620.54,74,Table games,Blackjack
