TOTAL_NUMBER_OF_VISITS,TOTAL_DURATION_SPENT,AVERAGE_DURATION_PER_VISIT,TOTAL_CHIPS_WON_OR_LOST,AVERAGE_CHIPS_WON_OR_LOST_PER_VISIT,UNIQUE_GAMES_PLAYED,IS_PREMIUM_PLAYER,IS_LOYALTY_CARD_HOLDER,TOTAL_AMOUNT_SPENT_IN_HOTEL,TOTAL_DAYS_SPENT_HOTEL,TOTAL_AMOUNT_SPENT_IN_CASINO_RESTAURANT,NUMBER_OF_RESTAURANT_VISITS,TOTAL_AMOUNT_SPENT_IN_SPA,NUMBER_OF_SPA_VISITS,TOTAL_REVENUE_TO_CASINO,NUMBER_OF_CONCIERGE_VISITS,PREFERRED_GAME_CATEGORY,PREFERRED_GAME_NAME,AGE,GENDER,HOME_COUNTRY,HOME_CITY,VISIT_FREQUENCY,CLUSTERS,PLAYER_SEGMENT,SEGMENT_DESC
20,85.57000000000001,4.2785,974,48.7,9,False,False,18896.47,74,5250.13,92,12174.19,37,35346.79,52,1,6,68,1,1,29,-0.0546448087431694,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,62.72,4.181333333333333,-2062,-137.46666666666667,8,False,False,20293.45,141,3525.15,62,6565.45,31,32446.05,58,1,6,61,1,3,21,0.01847290640394089,3,Money losing players,Money losing players
31,139.25,4.491935483870968,2560,82.58064516129032,11,False,True,27764.32,127,8038.13,140,15647.49,67,48889.94,138,1,2,57,1,1,29,0.10231023102310231,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
27,128.67000000000002,4.765555555555556,1826,67.62962962962963,11,False,False,53293.28,217,7109.99,90,13224.91,51,71802.18,146,1,10,49,1,0,12,-0.03678474114441417,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
27,119.12,4.411851851851852,4901,181.5185185185185,9,False,False,32029.68,199,7673.61,128,13509.66,48,48311.95,111,1,6,50,0,2,19,0.031839622641509434,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
19,64.21,3.379473684210526,1207,63.526315789473685,9,False,True,15660.560000000001,105,3973.43,75,8211.84,42,26638.83,96,1,2,74,0,2,4,0.01499605367008682,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
28,114.0,4.071428571428571,-3183,-113.67857142857143,10,False,False,28339.26,142,7459.97,126,16105.710000000001,61,55087.94,87,0,4,36,1,2,28,-0.2857142857142857,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,56.9,3.7933333333333334,1138,75.86666666666666,8,False,False,24038.510000000002,120,4061.29,46,10021.19,27,36982.99,60,1,10,55,0,2,10,-0.4838709677419355,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,84.63,5.6419999999999995,-1450,-96.66666666666667,10,False,False,15030.76,98,3873.24,78,8978.94,31,29332.94,64,0,0,69,0,2,3,0.01764705882352941,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,64.35,4.021875,-3439,-214.9375,8,True,False,9975.15,80,3429.42,71,6830.78,42,23674.35,84,1,6,56,1,0,5,-0.03418803418803419,3,Money losing players,Money losing players
20,100.96000000000001,5.048,1232,61.6,11,False,False,32860.1,150,4583.2,91,10667.630000000001,38,46878.93,100,0,0,61,0,3,21,-0.04608294930875576,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,82.62,4.348421052631579,536,28.210526315789473,9,True,False,30957.14,128,5433.75,82,9213.27,36,45068.16,81,2,8,45,0,0,20,-0.041304347826086954,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,97.43,4.63952380952381,3721,177.1904761904762,9,False,False,32077.04,200,4410.98,79,10359.91,39,43126.93,89,0,4,35,1,3,21,-0.3,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
14,61.32,4.38,2492,178.0,8,False,False,10008.68,74,3611.01,77,6644.74,29,17772.43,92,1,10,77,1,0,1,0.018666666666666668,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
24,116.83,4.867916666666667,868,36.166666666666664,7,False,False,30821.64,167,6020.43,92,11975.6,51,47949.67,98,1,6,68,1,1,29,-0.05139186295503212,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,66.81,4.175625,1976,123.5,7,False,False,15682.19,117,4225.3099999999995,58,6226.43,36,24157.93,74,1,10,50,0,1,29,-2.2857142857142856,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,95.63,4.553809523809524,-4220,-200.95238095238096,9,False,False,27579.34,136,4382.6,93,9425.92,43,45607.86,87,1,6,61,1,2,19,0.05048076923076923,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
32,148.85,4.6515625,3153,98.53125,10,False,False,31590.03,233,8550.39,135,14999.94,52,51987.36,173,1,6,66,1,3,21,1.1428571428571428,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
13,58.28,4.483076923076923,-2482,-190.92307692307693,7,False,True,12538.869999999999,63,3440.01,72,5785.97,37,24246.85,57,0,9,60,1,1,29,-0.038461538461538464,3,Money losing players,Money losing players
19,83.6,4.3999999999999995,1123,59.10526315789474,9,False,False,14681.46,132,4491.39,73,10886.41,30,28936.260000000002,108,0,9,51,0,2,10,0.13286713286713286,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,97.69,4.8845,-1829,-91.45,8,False,True,30248.7,173,4341.55,68,7979.64,27,44398.89,107,1,10,71,0,2,9,0.04866180048661801,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,79.85,4.697058823529411,-5085,-299.11764705882354,8,False,False,27426.17,186,4383.13,57,9124.92,41,46019.22,69,1,6,62,1,1,29,0.09826589595375723,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
28,127.14,4.5407142857142855,3769,134.60714285714286,10,False,False,30419.97,208,8359.64,112,14676.61,60,49687.22,134,2,5,65,1,2,15,-9.333333333333334,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
16,62.94,3.93375,3233,202.0625,9,False,False,24639.53,97,2515.7999999999997,79,8292.630000000001,26,32214.96,71,0,4,43,1,0,12,0.01853997682502897,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
27,120.17,4.45074074074074,-6033,-223.44444444444446,10,False,False,40113.52,274,8161.95,127,11905.1,50,66213.57,133,1,6,62,0,3,18,0.0531496062992126,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
22,75.87,3.4486363636363637,4821,219.13636363636363,10,False,False,26707.56,127,5897.06,87,10741.630000000001,43,38525.25,76,1,10,40,1,2,15,-0.035830618892508145,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,79.37,4.177368421052631,-71,-3.736842105263158,9,False,False,31560.37,146,4786.74,89,11452.04,45,47870.15,74,2,7,57,0,0,13,0.020277481323372464,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
14,72.0,5.142857142857143,-3655,-261.07142857142856,8,False,False,10453.91,113,3085.34,71,7734.530000000001,22,24928.78,50,1,10,47,1,0,12,0.12612612612612611,3,Money losing players,Money losing players
15,71.16,4.744,-134,-8.933333333333334,7,False,False,12686.11,75,4241.63,72,6910.01,32,23971.75,73,0,4,38,0,1,29,0.07142857142857142,3,Money losing players,Money losing players
26,110.41,4.246538461538462,-4809,-184.96153846153845,9,False,False,33211.56,187,6209.07,125,13614.36,51,57843.99,149,1,6,80,0,1,29,0.034482758620689655,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
28,114.97,4.106071428571428,-2099,-74.96428571428571,10,False,False,34531.45,211,6652.94,155,14088.09,58,57371.479999999996,120,0,9,78,0,3,11,-0.21875,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
17,78.16,4.597647058823529,1982,116.58823529411765,9,False,False,19170.64,116,5854.13,70,7425.9,36,30468.670000000002,76,2,8,44,1,1,29,-0.4146341463414634,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,90.7,4.319047619047619,3458,164.66666666666666,9,False,False,31231.19,188,6634.86,116,10289.42,38,44697.47,93,1,10,62,1,0,1,0.02108433734939759,1,Conservative Low spenders,"Low spends, low money making low risk players"
31,140.76,4.540645161290322,-2500,-80.64516129032258,9,False,True,36345.13,218,7826.88,138,15945.99,53,62618.0,118,1,10,57,0,2,28,0.09281437125748503,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
17,65.15,3.8323529411764707,1237,72.76470588235294,8,False,False,24497.329999999998,166,3560.19,66,9107.66,44,35928.18,61,2,8,74,0,3,22,-0.27419354838709675,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,84.48,4.022857142857143,-535,-25.476190476190474,11,False,True,30949.42,269,5673.9800000000005,102,10414.11,37,47572.51,82,0,0,75,0,2,9,0.026957637997432605,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,96.43,4.017916666666667,-1122,-46.75,9,False,False,34025.68,199,6381.87,88,11280.8,50,52810.35,114,0,0,70,1,3,6,0.1340782122905028,1,Conservative Low spenders,"Low spends, low money making low risk players"
21,93.3,4.442857142857143,-3017,-143.66666666666666,10,False,True,13723.12,161,5588.83,89,12701.76,49,35030.71,98,1,2,61,0,1,29,0.3620689655172414,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,86.98,4.577894736842105,1246,65.57894736842105,9,True,False,20786.4,131,4820.12,72,7436.47,38,31796.989999999998,99,0,0,79,1,0,0,-0.02392947103274559,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
10,55.23,5.523,1273,127.3,7,False,False,16987.38,77,2337.41,35,5251.52,14,23303.31,47,0,0,76,1,0,13,0.03816793893129771,3,Money losing players,Money losing players
19,84.98,4.472631578947369,761,40.05263157894737,9,False,False,14804.61,106,4386.95,73,8626.26,20,27056.82,82,2,3,67,0,1,29,-0.1532258064516129,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
13,70.71000000000001,5.43923076923077,641,49.30769230769231,8,True,False,24754.86,142,2032.8400000000001,72,5236.889999999999,26,31383.59,68,2,8,48,1,3,27,-0.016414141414141416,3,Money losing players,Money losing players
17,79.75,4.6911764705882355,-2270,-133.52941176470588,9,False,False,8950.880000000001,43,4219.57,63,7915.84,39,23356.29,97,2,7,44,1,1,29,-1.5454545454545454,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,92.88,4.888421052631578,-5635,-296.57894736842104,9,False,False,26931.91,153,4035.02,85,9483.72,45,46085.65,83,0,0,41,1,0,20,-0.05588235294117647,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,79.05,3.7642857142857142,-756,-36.0,10,False,False,16235.869999999999,125,5627.47,91,11429.58,46,34048.92,102,2,7,39,1,1,29,-0.17073170731707318,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
28,126.17,4.5060714285714285,308,11.0,10,True,False,17819.83,101,7230.860000000001,131,12006.4,59,36749.090000000004,143,1,6,52,1,3,22,-0.06047516198704104,1,Conservative Low spenders,"Low spends, low money making low risk players"
23,111.28999999999999,4.838695652173913,2511,109.17391304347827,9,False,True,33697.92,219,5640.45,94,10957.76,50,47785.130000000005,99,0,9,43,1,3,7,0.05145413870246085,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,70.74,4.42125,1299,81.1875,9,False,False,17212.64,77,3667.18,62,10169.93,33,29750.75,60,0,4,61,0,0,8,-0.034934497816593885,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
25,121.03,4.8412,-3308,-132.32,9,False,True,35383.48,259,5757.96,115,11891.789999999999,45,56341.23,106,1,10,74,0,1,29,0.034722222222222224,1,Conservative Low spenders,"Low spends, low money making low risk players"
8,38.94,4.8675,1319,164.875,6,False,False,5944.780000000001,75,2174.47,36,4162.83,14,10963.08,34,0,0,75,0,2,10,-0.019801980198019802,3,Money losing players,Money losing players
18,79.02,4.39,-1023,-56.833333333333336,8,True,True,19349.010000000002,112,5107.39,81,9737.94,46,35217.34,91,0,0,51,0,0,12,0.12162162162162163,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,81.05,3.8595238095238096,588,28.0,8,False,False,23444.12,181,5159.23,91,9993.54,43,38008.89,98,2,7,60,1,1,29,-0.04276985743380855,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,61.47,4.098,-2408,-160.53333333333333,8,False,False,23914.67,148,3740.41,74,7113.71,30,37176.79,61,0,4,43,1,1,29,0.027726432532347505,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,75.09,5.006,2059,137.26666666666668,9,False,True,23817.53,161,3901.1,63,8734.37,22,34394.0,77,0,4,50,0,1,29,0.014245014245014245,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,95.19,4.326818181818182,2386,108.45454545454545,9,True,False,24780.97,165,5636.12,114,9210.35,41,37241.44,99,0,4,51,0,1,29,-4.4,1,Conservative Low spenders,"Low spends, low money making low risk players"
29,134.87,4.650689655172414,-2773,-95.62068965517241,10,True,False,48209.91,346,7463.1,91,13313.27,74,71759.28,161,1,10,65,0,0,1,0.022906793048973143,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
20,100.44,5.022,-1620,-81.0,10,True,False,21657.57,184,4654.18,98,8976.59,50,36908.34,69,1,6,31,0,3,6,0.07352941176470588,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,66.22,4.414666666666666,1882,125.46666666666667,8,False,True,18689.0,157,3969.81,73,5482.17,32,26258.98,75,2,8,26,1,0,8,-0.06880733944954129,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,86.71,5.419375,699,43.6875,8,False,False,15921.85,101,4841.2699999999995,75,6378.49,37,26442.61,72,1,6,79,1,1,29,-0.032388663967611336,3,Money losing players,Money losing players
17,73.3,4.311764705882353,2168,127.52941176470588,7,False,False,21391.59,117,4450.87,82,8348.880000000001,26,32023.34,87,0,0,69,0,2,3,0.02800658978583196,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
25,116.3,4.652,1636,65.44,9,False,True,11854.04,126,6592.21,103,11853.800000000001,49,28664.05,105,0,4,78,1,2,15,0.027777777777777776,1,Conservative Low spenders,"Low spends, low money making low risk players"
22,105.19,4.781363636363636,-1955,-88.86363636363636,7,True,False,34948.06,173,6807.13,86,10433.44,38,54143.63,130,1,6,27,1,0,13,-0.176,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,86.63,4.3315,-523,-26.15,7,False,False,31766.39,141,5358.72,87,9910.35,51,47558.46,101,1,6,44,0,0,13,0.06734006734006734,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,87.12,4.585263157894737,717,37.73684210526316,8,False,True,23382.39,114,4623.95,89,8979.85,41,36269.19,109,0,0,71,1,2,15,-0.04121475054229935,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,91.91,4.5954999999999995,963,48.15,8,False,False,15051.0,59,5843.79,108,9678.9,37,29610.69,71,2,7,73,1,3,11,0.7142857142857143,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
14,71.59,5.113571428571428,-838,-59.857142857142854,8,True,False,10252.57,96,3893.2,68,7474.74,29,22458.51,60,1,2,61,0,1,29,0.16666666666666666,3,Money losing players,Money losing players
28,135.79,4.8496428571428565,-14,-0.5,10,False,False,30864.59,210,6948.29,140,11718.74,57,49545.62,111,1,2,75,0,3,23,0.029850746268656716,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
23,98.92,4.300869565217392,4506,195.91304347826087,10,False,False,38713.229999999996,161,6171.96,76,11173.59,39,51552.78,82,2,8,69,0,0,20,0.05958549222797927,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,94.54,3.939166666666667,-926,-38.583333333333336,10,True,False,28382.600000000002,229,5196.58,99,11725.31,47,46230.49,116,0,9,25,0,1,29,-0.12972972972972974,1,Conservative Low spenders,"Low spends, low money making low risk players"
27,104.26,3.8614814814814817,-3843,-142.33333333333334,10,False,False,34985.71,116,6428.18,140,14746.43,55,60003.32,86,0,0,79,0,3,6,0.08282208588957055,1,Conservative Low spenders,"Low spends, low money making low risk players"
23,109.45,4.758695652173913,-4912,-213.56521739130434,11,True,True,37142.8,194,6253.36,103,8054.84,58,56363.0,92,2,8,76,0,3,25,-0.35384615384615387,1,Conservative Low spenders,"Low spends, low money making low risk players"
21,102.04,4.85904761904762,1017,48.42857142857143,9,True,False,29198.55,181,6674.25,118,8984.279999999999,46,43840.08,96,0,4,69,1,2,3,0.025925925925925925,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,100.12,5.269473684210527,-2667,-140.3684210526316,9,False,True,23391.239999999998,133,4966.55,71,7579.64,35,38604.43,86,0,4,79,1,0,30,0.029874213836477988,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,89.13,4.691052631578947,4252,223.78947368421052,7,False,False,24011.12,167,4019.7599999999998,94,9674.87,53,33453.75,87,2,5,73,0,1,29,-0.10106382978723404,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,91.31,5.072777777777778,2078,115.44444444444444,8,True,False,25006.2,165,4939.7,79,8195.17,37,36063.07,69,1,2,57,1,1,29,-0.027820710973724884,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,96.33,4.378636363636364,-2465,-112.04545454545455,10,False,False,30145.800000000003,106,6604.07,101,12398.89,43,51613.76,58,1,2,59,1,1,29,0.04059040590405904,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,88.61,4.663684210526315,-127,-6.684210526315789,9,False,True,11168.21,122,5121.66,85,10877.7,42,27294.57,75,1,2,34,1,0,30,0.039832285115303984,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,88.23,5.514375,1113,69.5625,10,False,False,18201.690000000002,193,3094.23,88,8433.51,35,28616.43,69,1,10,79,0,0,30,0.2857142857142857,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,90.03,4.287142857142857,-1670,-79.52380952380952,8,False,False,22813.46,144,4557.3,67,9961.81,49,39002.57,117,1,2,43,0,3,23,-0.06069364161849711,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,91.97,4.37952380952381,-1488,-70.85714285714286,8,False,False,31434.969999999998,182,4390.78,79,9119.73,53,46433.479999999996,76,2,7,71,1,1,29,0.03012912482065997,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,94.65,4.981578947368422,-711,-37.421052631578945,10,True,False,25543.12,212,5063.38,30,10455.37,35,41772.87,103,0,9,24,1,0,8,0.04859335038363171,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
26,111.13,4.274230769230769,2928,112.61538461538461,9,True,True,33579.55,239,7177.17,123,13561.039999999999,57,51389.76,109,0,0,31,1,3,23,0.043333333333333335,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
28,143.07,5.109642857142857,-382,-13.642857142857142,10,True,False,44187.62,240,7230.15,119,11936.53,63,63736.3,106,0,4,76,1,1,29,-0.06572769953051644,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
21,87.94,4.187619047619047,-970,-46.19047619047619,9,False,False,17960.05,158,6355.08,97,10188.64,34,35473.770000000004,82,1,6,68,1,2,28,-0.03436988543371522,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
23,97.11,4.222173913043478,547,23.782608695652176,9,False,False,25384.79,240,6772.87,95,11574.95,51,43185.61,118,1,10,57,0,3,22,-0.05239179954441914,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,102.38,4.265833333333333,-1988,-82.83333333333333,10,False,True,39682.81,207,6083.79,122,10623.28,51,58377.880000000005,103,0,9,57,1,3,6,0.02733485193621868,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,75.11,5.007333333333333,-85,-5.666666666666667,6,True,False,16677.61,115,3755.33,71,8682.48,25,29200.420000000002,65,1,2,76,0,1,29,0.02180232558139535,3,Money losing players,Money losing players
15,60.15,4.01,1674,111.6,8,False,True,25434.23,182,4391.06,72,7610.88,29,35762.17,64,1,6,65,0,0,8,0.1271186440677966,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,75.09,4.693125,6077,379.8125,9,False,False,19464.85,96,4353.88,71,8457.42,28,26199.15,83,2,5,30,0,3,22,0.07729468599033816,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,100.34,4.5609090909090915,-2572,-116.9090909090909,10,False,False,16529.63,167,6334.95,113,12818.86,57,38255.44,92,1,10,58,0,2,17,0.0334855403348554,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,104.55,4.35625,-978,-40.75,10,False,False,45458.48,166,5652.7,88,12557.46,46,64646.64,122,2,5,55,1,0,8,0.11374407582938388,1,Conservative Low spenders,"Low spends, low money making low risk players"
21,99.07,4.717619047619047,1724,82.0952380952381,11,False,False,28355.35,166,5935.22,100,10105.32,31,42671.89,67,0,9,48,1,0,14,-0.328125,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,60.550000000000004,4.036666666666667,882,58.8,8,False,False,19602.89,124,3652.67,65,7047.86,27,29421.42,60,0,9,47,0,1,29,-1.5,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,90.15,5.302941176470589,119,7.0,10,False,False,22301.21,171,4736.8,75,7823.49,30,34742.5,91,2,5,56,0,1,29,0.03512396694214876,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
12,65.28,5.44,-3461,-288.4166666666667,8,False,False,16946.43,122,3634.95,64,5895.2,24,29937.58,37,1,10,55,0,0,30,0.009942004971002486,3,Money losing players,Money losing players
25,104.27,4.1708,-3660,-146.4,8,False,False,39665.76,147,6508.45,104,14242.25,52,64076.46,123,0,0,43,0,3,26,0.3048780487804878,1,Conservative Low spenders,"Low spends, low money making low risk players"
22,103.91,4.723181818181818,-1107,-50.31818181818182,10,False,False,25016.33,127,5556.17,81,13229.61,31,44909.11,104,1,6,51,0,0,14,-0.07913669064748201,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,88.46,4.423,-4199,-209.95,7,True,False,30940.11,176,4293.89,97,9561.13,42,48994.13,59,0,4,64,1,3,25,0.031746031746031744,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
12,58.53,4.8775,-1773,-147.75,7,True,True,19300.86,84,3311.53,45,6246.33,23,30631.72,47,0,4,30,0,0,8,0.48,3,Money losing players,Money losing players
26,118.21000000000001,4.546538461538462,1037,39.88461538461539,9,False,False,26043.82,224,7118.849999999999,128,12703.36,51,44829.03,108,1,2,79,0,2,4,-0.03048065650644783,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
18,86.34,4.796666666666667,1026,57.0,9,True,False,22033.809999999998,70,5164.93,70,12290.66,39,38463.4,72,0,4,76,0,0,5,0.07725321888412018,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,65.66,3.8623529411764705,290,17.058823529411764,11,False,True,19762.66,105,4878.18,82,7590.01,33,31940.85,72,1,10,80,0,1,29,-0.05573770491803279,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,75.81,4.459411764705883,-693,-40.76470588235294,9,False,False,18284.52,150,3639.98,77,8033.89,34,30651.39,73,2,3,71,0,0,20,0.3148148148148148,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,80.81,5.050625,-516,-32.25,9,False,True,24806.46,110,3942.43,70,7183.15,31,36448.04,91,2,5,39,0,0,24,-0.020887728459530026,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
36,162.72,4.52,-2459,-68.30555555555556,10,False,False,48302.299999999996,316,9761.91,153,17760.329999999998,67,78283.54000000001,173,1,6,72,1,0,1,0.05150214592274678,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
24,104.14,4.339166666666666,-3491,-145.45833333333334,8,False,True,39914.97,182,5629.54,83,11622.52,46,60658.03,102,0,0,47,0,1,29,-0.04316546762589928,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,106.96000000000001,4.456666666666667,-3561,-148.375,11,False,False,34939.61,142,6253.27,113,13818.14,52,58572.02,101,0,0,70,1,1,29,-0.1095890410958904,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,87.69,4.3845,5540,277.0,10,True,True,31674.170000000002,132,4772.12,97,10696.84,36,41603.13,106,0,0,70,0,3,26,0.06042296072507553,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
25,97.91,3.9164,2339,93.56,11,False,True,32471.77,172,5960.9800000000005,90,12811.02,57,48904.77,117,0,4,75,0,0,13,0.052083333333333336,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,70.65,4.415625,-1785,-111.5625,7,False,False,18424.74,81,4010.5,54,6741.08,37,30961.32,66,2,8,77,0,3,26,-0.021798365122615803,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,86.97,4.831666666666667,2064,114.66666666666667,10,True,False,18918.79,96,4135.86,96,9039.55,40,30030.2,80,1,6,70,1,2,10,0.07531380753138076,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
25,98.72,3.9488,-6870,-274.8,10,False,True,36252.89,238,6273.12,118,13262.01,38,62658.02,123,2,8,63,0,3,21,-0.38461538461538464,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
25,124.72,4.9888,-5321,-212.84,9,False,False,25217.41,147,6397.48,100,13192.13,61,50128.02,95,0,0,71,0,1,29,-8.333333333333334,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,71.72,5.122857142857143,2730,195.0,9,True,False,16690.53,111,3898.05,62,7645.85,35,25504.43,66,0,0,79,1,1,29,-0.025454545454545455,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,79.72,4.689411764705882,-2141,-125.94117647058823,9,False,False,13084.099999999999,73,4967.37,102,10695.68,49,30888.15,53,0,4,69,1,0,1,-5.666666666666667,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,91.54,5.085555555555556,-1409,-78.27777777777777,8,False,True,23454.61,155,4268.06,91,7878.110000000001,55,37009.78,85,1,10,76,1,2,2,-0.4186046511627907,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
23,91.11,3.9613043478260868,-6697,-291.17391304347825,10,False,False,25516.8,163,6238.63,119,8780.31,52,47232.74,100,0,4,48,0,1,29,-0.35384615384615387,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,81.89,4.31,-4817,-253.52631578947367,7,True,True,30175.74,109,6380.85,104,10133.94,37,51507.53,98,1,10,78,1,1,29,-0.08558558558558559,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,110.14,5.006363636363637,-2405,-109.31818181818181,8,False,True,34003.47,170,5219.97,103,11403.880000000001,40,53032.32,87,0,4,70,0,3,22,-0.07142857142857142,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,93.92999999999999,4.943684210526316,1450,76.3157894736842,9,False,True,31165.23,113,5145.47,91,9021.89,35,43882.59,90,2,8,62,1,2,19,-0.10052910052910052,1,Conservative Low spenders,"Low spends, low money making low risk players"
17,72.93,4.29,-2893,-170.1764705882353,8,False,False,23170.4,70,4330.18,61,7407.74,34,37801.32,60,1,6,37,0,1,29,0.029411764705882353,3,Money losing players,Money losing players
18,83.46,4.636666666666667,-160,-8.88888888888889,9,False,False,32789.41,203,4793.05,78,9053.92,44,46796.38,106,2,8,68,1,3,27,-0.0636042402826855,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
