hotel,room_type,market_segment,deposit_type,meal,distribution_channel,customer_type,arrival_date,adr,room_limit,total_rns
City Hotel,A,Online TA,No Deposit,SC,GDS,Transient,2023-06-25 00:00:00,120.0,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient.Party,2023-06-25 00:00:00,118.53731343283582,150.0,67
City Hotel,A,Aviation,No Deposit,BB,Corporate,Transient,2023-06-25 00:00:00,95.0,150.0,1
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2023-06-25 00:00:00,110.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2023-06-25 00:00:00,135.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,133.57333333333332,150.0,15
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2023-06-25 00:00:00,106.88,150.0,19
City Hotel,A,Direct,No Deposit,BB,Direct,Group,2023-06-25 00:00:00,90.0,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,88.48571428571428,150.0,7
City Hotel,A,Direct,No Deposit,SC,Direct,Transient,2023-06-25 00:00:00,160.0,150.0,1
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2023-06-25 00:00:00,90.0,150.0,2
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2023-06-25 00:00:00,94.39666666666668,150.0,30
City Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-25 00:00:00,151.2,150.0,1
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2023-06-25 00:00:00,135.326,80.0,5
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient.Party,2023-06-25 00:00:00,127.8,80.0,5
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,133.26864864864865,80.0,37
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,111.6,80.0,1
City Hotel,D,Aviation,No Deposit,BB,Corporate,Transient,2023-06-25 00:00:00,110.0,80.0,1
City Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,177.41666666666666,30.0,6
City Hotel,E,Direct,No Deposit,BB,Direct,Transient,2023-06-25 00:00:00,160.0,30.0,2
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient.Party,2023-06-25 00:00:00,108.90000000000002,150.0,3
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2023-06-25 00:00:00,137.765,150.0,4
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-25 00:00:00,157.90833333333333,150.0,6
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-25 00:00:00,95.41666666666667,150.0,3
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,81.95,150.0,4
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2023-06-25 00:00:00,153.355,150.0,6
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2023-06-25 00:00:00,66.05727272727273,150.0,11
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-25 00:00:00,86.5,150.0,10
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,94.16999999999999,150.0,29
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,99.25727272727272,75.0,11
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2023-06-25 00:00:00,76.9090909090909,75.0,11
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,80.433,75.0,10
Resort Hotel,D,Direct,No Deposit,Undefined,Direct,Transient,2023-06-25 00:00:00,185.57,75.0,2
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2023-06-25 00:00:00,128.064,75.0,5
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-25 00:00:00,107.95500000000001,75.0,2
Resort Hotel,D,Direct,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,92.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2023-06-25 00:00:00,84.8,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-25 00:00:00,119.39999999999999,75.0,3
Resort Hotel,E,Offline TA/TO,No Deposit,Undefined,TA/TO,Transient,2023-06-25 00:00:00,157.7,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,103.56800000000001,60.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,FB,TA/TO,Contract,2023-06-25 00:00:00,158.9,60.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-25 00:00:00,117.68083333333334,60.0,12
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-25 00:00:00,138.13,60.0,1
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2023-06-25 00:00:00,145.77,60.0,4
Resort Hotel,E,Direct,No Deposit,Undefined,TA/TO,Group,2023-06-25 00:00:00,151.56,60.0,1
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-25 00:00:00,132.95,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-25 00:00:00,154.04999999999998,60.0,3
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2023-06-26 00:00:00,122.234,150.0,5
City Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient.Party,2023-06-26 00:00:00,118.88636363636364,150.0,66
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2023-06-26 00:00:00,94.39666666666668,150.0,30
City Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-26 00:00:00,112.1,150.0,1
City Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-26 00:00:00,147.38333333333333,150.0,3
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,86.88333333333333,150.0,6
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,126.813125,150.0,16
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2023-06-26 00:00:00,99.28571428571429,150.0,7
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2023-06-26 00:00:00,76.25,150.0,4
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2023-06-26 00:00:00,105.19055555555556,150.0,18
City Hotel,A,Direct,No Deposit,BB,Direct,Group,2023-06-26 00:00:00,90.0,150.0,1
City Hotel,D,Direct,No Deposit,HB,Direct,Transient,2023-06-26 00:00:00,185.0,80.0,1
City Hotel,D,Aviation,No Deposit,BB,Corporate,Transient,2023-06-26 00:00:00,110.0,80.0,1
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,132.23617647058822,80.0,34
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient.Party,2023-06-26 00:00:00,127.8,80.0,5
City Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-26 00:00:00,166.5,80.0,2
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2023-06-26 00:00:00,133.09,80.0,7
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,111.6,80.0,1
City Hotel,D,Corporate,No Deposit,BB,Corporate,Transient,2023-06-26 00:00:00,150.0,80.0,1
City Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,170.7,30.0,5
City Hotel,E,Direct,No Deposit,BB,Direct,Transient,2023-06-26 00:00:00,177.5,30.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-26 00:00:00,86.7,150.0,8
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2023-06-26 00:00:00,132.012,150.0,5
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2023-06-26 00:00:00,153.355,150.0,6
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-26 00:00:00,95.41666666666667,150.0,3
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-26 00:00:00,157.90833333333333,150.0,6
Resort Hotel,A,Offline TA/TO,No Deposit,Undefined,TA/TO,Contract,2023-06-26 00:00:00,123.325,150.0,2
Resort Hotel,A,Online TA,No Deposit,BB,Direct,Transient,2023-06-26 00:00:00,140.0,150.0,1
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Group,2023-06-26 00:00:00,82.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,76.8875,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2023-06-26 00:00:00,66.84846153846154,150.0,13
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,95.59125,150.0,24
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2023-06-26 00:00:00,84.8,75.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,90.228,75.0,5
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2023-06-26 00:00:00,77.52727272727272,75.0,11
Resort Hotel,D,Direct,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,92.0,75.0,1
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2023-06-26 00:00:00,122.23333333333333,75.0,3
Resort Hotel,D,Direct,No Deposit,Undefined,Direct,Transient,2023-06-26 00:00:00,161.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-26 00:00:00,125.9875,75.0,4
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-26 00:00:00,107.95500000000001,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,91.01625,75.0,8
Resort Hotel,D,Groups,No Deposit,HB,TA/TO,Transient.Party,2023-06-26 00:00:00,105.84,75.0,25
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-26 00:00:00,132.95,60.0,2
Resort Hotel,E,Direct,No Deposit,Undefined,TA/TO,Group,2023-06-26 00:00:00,151.56,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-26 00:00:00,154.04999999999998,60.0,3
Resort Hotel,E,Offline TA/TO,No Deposit,Undefined,TA/TO,Transient,2023-06-26 00:00:00,157.7,60.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,107.94181818181818,60.0,11
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2023-06-26 00:00:00,131.0,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-26 00:00:00,138.13,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-26 00:00:00,103.58999999999999,60.0,6
City Hotel,A,Online TA,No Deposit,BB,GDS,Transient,2023-06-27 00:00:00,130.0,150.0,1
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2023-06-27 00:00:00,105.26166666666667,150.0,36
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2023-06-27 00:00:00,98.94736842105263,150.0,19
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2023-06-27 00:00:00,107.0,150.0,2
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient.Party,2023-06-27 00:00:00,120.0,150.0,2
City Hotel,A,Direct,No Deposit,BB,Direct,Group,2023-06-27 00:00:00,90.0,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-27 00:00:00,112.1,150.0,1
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2023-06-27 00:00:00,114.89083333333333,150.0,12
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,86.3125,150.0,8
City Hotel,A,Offline TA/TO,No Deposit,SC,TA/TO,Transient,2023-06-27 00:00:00,88.3,150.0,2
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2023-06-27 00:00:00,80.125,150.0,8
City Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-27 00:00:00,145.475,150.0,2
City Hotel,A,Online TA,No Deposit,SC,GDS,Transient,2023-06-27 00:00:00,130.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,118.04051282051282,150.0,39
City Hotel,D,Aviation,No Deposit,BB,Corporate,Transient,2023-06-27 00:00:00,110.0,80.0,1
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2023-06-27 00:00:00,126.16666666666667,80.0,6
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,111.6,80.0,1
City Hotel,D,Corporate,No Deposit,BB,Corporate,Transient,2023-06-27 00:00:00,150.0,80.0,1
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,132.69171428571428,80.0,35
City Hotel,D,Direct,No Deposit,HB,Direct,Transient,2023-06-27 00:00:00,185.0,80.0,1
City Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-27 00:00:00,165.0,80.0,3
City Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,184.1,30.0,5
City Hotel,E,Direct,No Deposit,BB,Direct,Transient,2023-06-27 00:00:00,166.33333333333334,30.0,3
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,83.61666666666666,150.0,3
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2023-06-27 00:00:00,153.355,150.0,6
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,101.20360000000001,150.0,25
Resort Hotel,A,Offline TA/TO,No Deposit,Undefined,TA/TO,Contract,2023-06-27 00:00:00,123.325,150.0,2
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-27 00:00:00,153.3625,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-27 00:00:00,95.41666666666667,150.0,3
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-27 00:00:00,88.3875,150.0,8
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2023-06-27 00:00:00,66.84846153846154,150.0,13
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,149.0,150.0,1
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2023-06-27 00:00:00,129.15142857142857,150.0,7
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Group,2023-06-27 00:00:00,82.0,150.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-27 00:00:00,125.9875,75.0,4
Resort Hotel,D,Groups,No Deposit,HB,TA/TO,Transient.Party,2023-06-27 00:00:00,105.84,75.0,25
Resort Hotel,D,Direct,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,92.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,93.7042857142857,75.0,7
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2023-06-27 00:00:00,83.55,75.0,10
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2023-06-27 00:00:00,84.8,75.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,90.228,75.0,5
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-27 00:00:00,107.95500000000001,75.0,2
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-27 00:00:00,102.55,75.0,1
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2023-06-27 00:00:00,111.82,75.0,4
Resort Hotel,D,Direct,No Deposit,Undefined,Direct,Transient,2023-06-27 00:00:00,161.0,75.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-27 00:00:00,138.13,60.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,108.026,60.0,10
Resort Hotel,E,Direct,No Deposit,Undefined,TA/TO,Group,2023-06-27 00:00:00,151.56,60.0,1
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-27 00:00:00,132.95,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-27 00:00:00,103.58999999999999,60.0,6
Resort Hotel,E,Offline TA/TO,No Deposit,Undefined,TA/TO,Transient,2023-06-27 00:00:00,157.7,60.0,1
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2023-06-27 00:00:00,131.0,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-27 00:00:00,154.04999999999998,60.0,3
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient.Party,2023-06-27 00:00:00,159.18,60.0,2
City Hotel,A,Direct,No Deposit,BB,Direct,Group,2023-06-28 00:00:00,90.0,150.0,1
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2023-06-28 00:00:00,111.30041666666666,150.0,24
City Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-28 00:00:00,145.475,150.0,2
City Hotel,A,Offline TA/TO,No Deposit,SC,TA/TO,Transient,2023-06-28 00:00:00,87.6,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,121.90410256410257,150.0,39
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2023-06-28 00:00:00,83.58,150.0,10
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2023-06-28 00:00:00,117.0,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,85.67,150.0,8
City Hotel,A,Online TA,No Deposit,SC,GDS,Transient,2023-06-28 00:00:00,133.0,150.0,3
City Hotel,A,Online TA,No Deposit,BB,GDS,Transient,2023-06-28 00:00:00,180.0,150.0,1
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2023-06-28 00:00:00,101.22222222222223,150.0,9
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient.Party,2023-06-28 00:00:00,109.2,150.0,5
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2023-06-28 00:00:00,114.44354838709677,150.0,31
City Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-28 00:00:00,112.1,150.0,1
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2023-06-28 00:00:00,110.49133333333334,150.0,15
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2023-06-28 00:00:00,120.0,80.0,4
City Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-28 00:00:00,159.6025,80.0,4
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient.Party,2023-06-28 00:00:00,166.5,80.0,1
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,137.5628125,80.0,32
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2023-06-28 00:00:00,137.34,80.0,5
City Hotel,E,Direct,No Deposit,BB,Direct,Transient,2023-06-28 00:00:00,166.33333333333334,30.0,3
City Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,175.125,30.0,4
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2023-06-28 00:00:00,128.47,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-28 00:00:00,112.242,150.0,5
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2023-06-28 00:00:00,81.2,150.0,3
Resort Hotel,A,Corporate,No Deposit,BB,TA/TO,Transient.Party,2023-06-28 00:00:00,122.33250000000001,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,Undefined,TA/TO,Contract,2023-06-28 00:00:00,123.325,150.0,2
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2023-06-28 00:00:00,75.0,150.0,1
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-28 00:00:00,124.65000000000002,150.0,3
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,149.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,87.6375,150.0,4
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2023-06-28 00:00:00,117.765,150.0,4
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient.Party,2023-06-28 00:00:00,112.22,150.0,2
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Group,2023-06-28 00:00:00,82.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2023-06-28 00:00:00,66.84846153846154,150.0,13
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,103.28428571428572,150.0,14
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-28 00:00:00,89.7,150.0,9
Resort Hotel,D,Direct,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,92.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2023-06-28 00:00:00,84.8,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-28 00:00:00,122.85000000000001,75.0,3
Resort Hotel,D,Direct,No Deposit,Undefined,Direct,Transient,2023-06-28 00:00:00,161.0,75.0,1
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2023-06-28 00:00:00,118.72666666666667,75.0,3
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-28 00:00:00,102.55,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2023-06-28 00:00:00,83.55,75.0,10
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,91.58,75.0,3
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-28 00:00:00,107.95500000000001,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,93.7042857142857,75.0,7
Resort Hotel,D,Groups,No Deposit,HB,TA/TO,Transient.Party,2023-06-28 00:00:00,105.84,75.0,25
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient.Party,2023-06-28 00:00:00,159.18,60.0,2
Resort Hotel,E,Direct,No Deposit,Undefined,TA/TO,Group,2023-06-28 00:00:00,151.56,60.0,1
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2023-06-28 00:00:00,147.0,60.0,3
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-28 00:00:00,138.13,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,Undefined,TA/TO,Transient,2023-06-28 00:00:00,157.7,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,105.30799999999999,60.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-28 00:00:00,154.04999999999998,60.0,3
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-28 00:00:00,108.05555555555556,60.0,9
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-28 00:00:00,128.0,60.0,1
City Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient.Party,2023-06-29 00:00:00,195.3,150.0,1
City Hotel,A,Online TA,No Deposit,BB,GDS,Transient,2023-06-29 00:00:00,170.0,150.0,1
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2023-06-29 00:00:00,110.49133333333334,150.0,15
City Hotel,A,Offline TA/TO,No Deposit,SC,TA/TO,Transient,2023-06-29 00:00:00,120.0,150.0,1
City Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-29 00:00:00,145.475,150.0,2
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient.Party,2023-06-29 00:00:00,102.0,150.0,3
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-29 00:00:00,84.556,150.0,10
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2023-06-29 00:00:00,114.682,150.0,35
City Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-29 00:00:00,112.1,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-29 00:00:00,119.62380952380951,150.0,42
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2023-06-29 00:00:00,113.04,150.0,3
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2023-06-29 00:00:00,75.66666666666667,150.0,3
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2023-06-29 00:00:00,100.0,150.0,1
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2023-06-29 00:00:00,108.56071428571428,150.0,28
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-29 00:00:00,138.60583333333335,80.0,36
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient.Party,2023-06-29 00:00:00,133.65,80.0,4
City Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-29 00:00:00,159.6025,80.0,4
City Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient.Party,2023-06-29 00:00:00,178.2,80.0,1
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2023-06-29 00:00:00,150.94,80.0,4
City Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-29 00:00:00,175.87666666666667,30.0,6
City Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2023-06-29 00:00:00,187.2,30.0,1
City Hotel,E,Direct,No Deposit,BB,Direct,Transient,2023-06-29 00:00:00,159.5,30.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2023-06-29 00:00:00,106.51666666666667,150.0,6
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2023-06-29 00:00:00,94.99166666666667,150.0,6
Resort Hotel,A,Offline TA/TO,No Deposit,FB,TA/TO,Transient,2023-06-29 00:00:00,119.7,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2023-06-29 00:00:00,69.55727272727273,150.0,11
Resort Hotel,A,Corporate,No Deposit,BB,TA/TO,Transient.Party,2023-06-29 00:00:00,121.86600000000001,150.0,5
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2023-06-29 00:00:00,112.44,150.0,16
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2023-06-29 00:00:00,75.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2023-06-29 00:00:00,120.42333333333333,150.0,6
